Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,Engine Condition
799,2.299056533,7.7076137,2.338811588,80.06929962,84.54390862,0
469,4.537585322,10.76572352,4.939155745,75.78269465,74.34549952,1
687,3.585164289,7.440734625,1.93518746,78.65908309,78.61206812,1
907,4.92979658,4.814561283,1.532188812,79.64681642,79.10092963,1
1027,4.199127675,5.85757179,2.573508818,77.8982568,80.7373111,1
411,2.623177454,7.659587529,1.582100906,79.03222951,78.44918989,1
444,2.164654857,6.732700392,2.412667043,79.32476637,87.29880838,1
590,2.309254947,6.166792222,2.05746229,79.15201507,74.5793174,1
722,3.393938127,6.290179538,1.959339825,77.65009828,85.15811722,1
625,3.644726315,5.289848722,3.075246974,87.64313983,84.28298823,0
723,4.311342212,4.364000774,1.691829311,77.76434694,76.89027527,1
799,5.872675562,7.152627334,3.433332797,80.06122836,76.63731315,1
1162,2.704082405,5.359652927,1.782950057,76.38137972,70.15295351,1
1436,3.700468064,4.247554422,1.633407807,80.07244107,78.65804218,0
676,4.58782383,6.114129846,1.851114297,79.53237413,75.90304143,1
503,2.079224706,4.587899558,2.177820494,78.39490727,82.41947214,1
897,2.318026565,7.473438052,1.73874632,80.05224114,85.01433862,1
1034,4.932928284,6.46099674,3.101433789,79.82321132,82.66851074,1
961,2.767816258,4.414344248,2.285443105,78.44598309,79.15263414,0
710,3.136404788,4.381414354,4.571009686,78.6435876,87.72940296,0
990,3.07085582,10.00811444,3.430589772,79.90244713,78.40444883,1
871,2.225769463,4.228676523,1.498271673,78.60148633,85.72624094,0
542,3.923501961,7.330454889,1.1274382,77.93294256,84.76800555,1
604,3.616477361,6.716742502,1.313727824,78.26144541,76.0474664,1
819,3.044475755,1.764056057,3.171453967,79.52762871,85.43750854,0
842,3.582724848,7.556463052,3.192971193,75.06119972,77.19383795,1
981,2.816307107,8.136521314,2.746711051,83.91554469,70.50007193,0
1160,2.497388261,4.635109754,1.861152806,76.02667526,70.69180777,1
746,5.135425134,6.23788377,1.591487165,78.3396209,82.70136853,1
557,3.912950354,6.806831196,1.622156701,85.72188181,76.31001789,1
637,3.804920828,6.496941488,3.274030569,78.18246698,80.10322407,1
1177,3.281356375,8.788773491,1.554133367,75.35331961,76.99257866,0
624,3.442699071,7.718621533,1.55194637,87.20370269,78.26506584,1
467,2.503885294,4.693086251,3.172898038,77.73271663,76.53712004,0
996,3.186547178,5.181844748,6.32708178,78.67098977,94.89754375,0
942,3.181291272,6.278585689,2.618690545,76.98127091,88.62422129,0
800,2.990194287,4.588856494,2.308768125,77.16233334,76.99357993,0
826,4.879704882,6.580275309,5.842096356,77.60261925,88.46493519,1
472,4.219101267,5.94776908,2.283976823,80.48345957,78.61160269,1
697,1.901855721,5.619076845,0.718926178,77.77368402,70.15735024,0
778,2.311826357,6.595879274,1.300002471,79.21089846,71.62358816,1
801,2.13668783,8.44287212,2.160206589,79.64720084,77.36186169,1
546,4.453795612,12.46760765,2.626423122,78.74931267,86.57940984,1
1034,3.035609195,7.485034865,1.985491839,78.66482676,91.38842959,0
900,4.5559628,4.965613199,1.738731638,77.29002239,75.57704145,1
610,4.852374966,9.198146903,2.861155412,79.22025309,86.79658287,0
1366,4.612282923,5.462513693,2.131625777,78.49376452,71.35965862,1
879,3.268326923,6.949301604,3.367868949,76.1780475,89.32368641,1
735,2.3586764,5.395868627,3.686157259,79.30849821,90.93814286,1
763,3.544261271,4.713249743,1.322180167,79.21376154,92.19770637,0
812,4.576275395,10.6251349,5.935178951,78.94146845,86.97356476,1
462,4.730005461,5.11759615,1.473089743,81.98309468,73.19019228,1
842,3.024014167,8.073837657,2.504470275,79.52614224,77.1537997,1
1065,4.023600643,3.405958542,1.854670779,78.75904887,84.98947459,1
774,2.776387966,4.507465518,2.115910459,78.07934782,84.1714296,1
398,2.465809704,4.532660807,1.5796847,78.55275372,95.77942158,1
870,2.474723291,7.622655477,2.563322847,76.18649385,76.99886599,0
1458,3.085635353,6.663780979,2.068267227,77.9126649,84.31734344,1
649,2.540839262,4.064971786,1.838950492,76.88485067,77.80830942,0
699,3.723836819,11.54944836,1.672746348,81.45303007,70.48303824,0
1224,2.394939445,8.134699191,5.384597478,78.48634304,77.17004757,0
798,5.789154068,6.727879187,1.819378007,79.6019679,81.90657695,1
469,4.16747493,7.818119728,1.976116917,80.23712555,79.30982274,1
887,3.84084007,6.051232379,2.455383875,76.61783471,85.9662892,1
777,3.31469359,7.433920145,1.772863316,85.56756195,77.78565049,0
951,2.375771822,3.593408615,2.017429156,77.51689399,76.83651463,0
907,5.651967798,8.047248945,4.843964214,78.60707795,86.99995524,1
665,2.531667617,6.426000849,2.810103547,78.63501255,81.55927165,0
463,2.574044268,6.249724803,3.0759934,76.40872671,70.76925667,1
129,3.206530563,7.384345243,1.017543682,87.672254,87.25498078,1
564,4.924600947,4.300537934,3.744160631,78.04932907,72.7919094,1
766,4.851858595,6.406358578,3.055319834,77.16593223,83.44153946,1
453,1.854408524,14.58835406,2.341105546,77.72596559,77.12922687,1
508,2.109659011,7.528297277,1.631074497,82.9328362,91.34287776,0
876,5.432094862,3.149548212,1.942680389,78.10457593,86.15331523,1
401,1.887355884,11.54410979,3.452028266,90.41598077,95.77036777,1
787,3.997357642,12.11170795,2.39387423,78.62387818,80.52601952,0
508,2.001759521,1.611218531,2.913602076,76.82302627,84.29960194,1
695,3.464097114,9.840355818,1.62183235,76.56221986,71.43812197,1
629,5.53765541,5.019001676,0.250004723,79.09926396,76.46361227,1
355,1.886040538,5.969209876,1.412205881,85.74411385,81.74952568,0
511,2.068325007,7.398872502,0.218969298,79.81672036,74.63583918,0
854,3.128561286,4.838867959,2.933394538,78.04395213,81.48810094,0
1029,4.514097787,5.956347195,4.347624186,75.6681052,82.40063728,1
944,3.336739885,6.430121819,4.798936206,80.89095655,90.97491246,1
423,2.576619544,7.185489302,1.360353852,86.04643936,84.59251505,1
592,4.85759591,5.610891865,0.920847789,77.62335623,77.36680212,1
796,4.025948356,3.117686848,5.607101679,79.63236947,81.2337502,1
546,3.818995585,6.732235608,4.742809975,79.97930348,79.41683623,0
506,4.027753991,7.68086847,5.187346563,81.46541571,70.09248443,1
872,3.575352267,10.97368778,2.581692985,89.14009901,91.36155769,1
530,2.827063162,5.625013847,2.953827207,77.09613928,76.22828561,0
487,4.229861295,6.63387838,1.853506328,78.59281214,72.92247256,1
1015,2.180710674,5.767776565,4.073530415,80.27698103,75.49025203,1
783,1.759670018,4.300860496,3.715453685,81.86349328,93.57949182,1
592,2.57192026,13.76908294,1.415773921,79.23135327,68.03330505,1
667,3.370593343,6.898713594,1.441468738,78.79422351,85.56504852,1
627,2.188227259,14.07238966,4.368836057,78.24935282,84.75443578,0
1306,2.826025825,7.786784613,1.088878999,79.19207384,81.42316298,0
746,2.752856752,7.234147085,1.8480256,79.28184297,84.58962991,0
450,2.102848246,4.244557694,2.382269709,80.07495952,83.80449391,0
748,3.796844566,6.261971924,2.611856621,78.32795052,70.19301448,0
726,3.133553199,5.998991542,1.990092863,79.43826653,79.73891037,0
1013,4.453115171,6.948534645,1.07034717,77.5452642,82.13429567,1
529,2.500239844,5.339593831,6.009597863,79.10364831,86.22327352,0
816,1.906832549,9.222588639,2.168181309,79.2840361,81.91789625,1
499,3.840890143,8.256118489,2.940317629,77.48135127,70.64547938,1
515,4.476242046,10.31081102,2.411985381,79.72116514,73.12334974,1
461,4.75692088,7.635279569,3.213110679,86.12003502,69.98228673,1
700,3.375577221,3.992988587,1.385710162,83.57742304,81.53474545,0
605,4.2674707,6.836466272,1.646322344,80.30771174,82.01769982,1
660,2.924774367,7.999973474,2.782399355,76.65880975,70.49531722,1
539,3.333235308,8.204547047,2.23195396,79.46049895,88.44171825,1
686,2.845882179,7.772938487,3.969274442,79.38460928,70.75067324,0
702,0.491967163,4.645789115,2.399707238,88.14660555,84.37991185,1
1294,2.164301431,4.175035716,1.354664477,82.16644314,87.17124932,0
959,3.0516908,3.862391535,3.108549542,78.79025422,75.20050769,0
500,3.549649953,6.311287153,1.80553201,75.94011503,92.62787677,0
1053,3.571034891,5.971233182,1.93247734,79.86045563,71.49399794,0
825,5.076494544,4.545233898,4.48812313,77.5759409,82.17492264,1
901,3.46096773,5.032018739,3.130519155,78.46677591,79.81565579,0
977,2.299655748,6.072880568,1.974169142,80.79525731,83.87079051,0
701,3.150529058,5.83531644,2.907197967,78.25129791,84.35099055,1
576,5.372600046,6.010187046,0.949439311,78.47636042,73.17042832,1
858,2.865380881,9.483497741,2.617907793,78.10586638,81.5629924,0
476,3.206906935,7.120353766,2.01182009,79.70304503,90.30076726,1
555,4.919948367,6.851099708,2.284690927,78.29465328,76.58802892,1
783,3.028403249,4.339128971,1.037449393,78.63871956,79.53610386,1
539,4.763426256,5.61902153,2.712268702,83.87364626,87.78634164,1
944,2.61240333,5.38643753,1.314306225,77.32959054,85.92176978,1
756,1.906751306,3.632707569,1.216353511,79.02228322,75.7944075,0
751,4.87726497,7.829674518,1.584482801,79.08614881,80.9717246,1
664,3.545736548,5.938258564,1.932630728,79.13339622,79.28612635,1
709,4.959869983,4.832435316,1.400753308,77.68221675,74.44731728,1
821,2.337067118,9.427574485,3.825078941,79.40299668,77.21025274,0
885,2.886211477,7.68005162,1.622963643,78.6547551,85.28931441,1
1367,5.398825711,8.112875397,2.228008508,78.11716324,75.4325065,0
793,4.267243539,3.910908609,2.629397407,78.6395542,87.88002803,0
1105,4.549130206,5.598529515,1.451412931,78.39655211,69.78135232,0
1399,4.381381886,8.97080939,1.46634242,78.26266191,68.49967161,1
827,4.21828293,3.044068917,3.34337038,78.252321,76.47896267,0
1091,2.992162434,7.050279525,1.612976455,77.13709849,91.89202809,0
564,4.468910498,5.764710081,1.304604771,76.77637072,74.13409061,1
647,3.051795601,6.820863212,1.41415472,78.87930311,77.11445917,1
398,2.635967949,12.26447754,2.078711685,78.66661973,73.26701107,1
914,2.981207242,18.51834456,2.66613553,87.48418284,84.44903468,0
703,3.780070196,5.367267715,2.406258506,75.78286792,78.32953355,1
1004,2.401211566,7.637060135,1.062531866,83.311272,78.29043878,1
1118,2.30211117,9.866151477,1.364154766,77.63620765,91.44191979,0
512,2.557408876,5.553207925,4.383402579,79.89016462,83.19834528,0
794,2.820704437,6.143274356,2.094809422,77.86764976,70.26823022,1
583,2.754460571,6.810988197,3.435221017,78.97847466,86.4940456,1
1140,3.665037693,6.900091111,1.401764395,76.26274732,82.54941269,1
832,2.090486903,5.755986178,1.143638664,77.6840724,86.80511206,1
1209,3.385390519,4.863631747,1.417065837,82.01285227,81.73859526,0
1671,4.928290096,2.784336444,2.738144951,77.09511535,85.39282106,0
588,2.012411883,5.725321745,1.6983881,78.56767316,85.39370254,1
606,2.464929233,4.185803743,3.04086283,87.13621887,82.94802536,1
740,3.19319406,5.412780221,2.383443258,79.85897822,85.51305336,0
724,3.974247806,13.8795513,2.094191161,79.13289254,87.63434302,1
1167,2.859888761,2.234503332,2.410453614,78.31468201,88.12892867,0
528,4.109280197,7.063354938,2.308604771,77.24387921,75.6391551,1
1192,2.66346948,3.207580083,1.053186576,79.34445255,81.05205476,1
431,4.240749731,7.922981527,1.143718967,80.58467422,87.50745222,1
822,3.042920509,5.451991819,1.389355303,84.22241107,79.51133915,1
1271,0.881713869,5.471959491,3.108501953,80.05349895,83.87471704,0
639,4.414284421,7.108528758,1.94620723,82.20928992,73.65146187,0
627,2.401572724,6.791072415,2.149455603,85.18199726,77.99220061,0
797,4.49589946,4.189012771,1.221534889,79.94913547,69.37578813,0
1022,5.087561734,5.830645251,3.680726306,79.90891344,72.61726167,0
1500,2.902711859,3.920545492,2.05538781,79.93691907,76.06393451,0
610,2.637153698,9.658472625,1.556941626,76.27894457,79.22665728,1
859,2.500034933,7.289598218,1.399779439,79.64764104,69.01003802,1
677,3.617240162,4.0898598,1.99805385,77.69518474,88.43218807,0
868,3.707688702,8.273506736,1.715473809,77.96249067,86.50935728,1
631,3.003064942,4.96120098,2.770813324,78.27427176,80.91078004,1
1424,4.25110685,7.010644947,0.166623,79.11326439,81.76864716,1
802,4.008334002,8.405401276,1.338214302,78.08814625,76.97048896,0
454,1.966370451,6.510078309,1.811458845,75.33395923,85.01844948,1
862,3.636286828,5.921524022,2.501388619,76.85997844,70.52687762,0
1021,2.692710252,12.7151717,1.860795203,79.12573223,83.02396772,0
710,2.30070819,0.666496219,1.05373995,78.71712933,82.79976895,1
1024,2.381457564,5.591321728,2.198960535,79.08455139,80.40715384,1
1087,4.653519406,6.749792344,1.071706709,79.1118114,83.44314012,0
753,2.461845934,5.237617613,2.102538576,78.56658315,77.23168456,1
407,3.506885534,4.726654878,2.228122853,79.34092954,72.8472153,1
780,2.805286636,14.77146288,1.934241854,76.68424074,81.0488112,1
1338,4.682139354,7.104953483,2.460005433,79.14783879,90.9977602,0
849,3.06708201,5.087229651,4.737655219,78.86781136,80.1314144,1
992,3.654665437,7.061033075,2.707279673,79.32980351,74.74997351,0
667,4.770098699,10.15855026,4.819688105,87.6609286,84.8399605,1
967,3.767958612,10.15562084,3.454069859,79.93056777,76.42633712,0
792,3.78852465,7.070607933,2.78321778,86.68792182,89.14655191,0
495,1.8203248,6.070955484,1.221021191,80.24948853,82.44373811,0
793,4.91424766,7.473940457,2.270569825,84.08998451,76.90520766,1
564,4.035066594,4.595050441,2.836835452,78.18934517,87.64623147,1
933,2.208059824,5.661434804,3.081490679,81.79407511,70.06043251,1
937,4.299598432,6.94085828,1.450284118,78.66744614,73.43331871,1
616,3.310048427,3.787692765,6.001030888,77.88980991,74.22000922,0
774,3.425833381,7.34114686,1.850920081,78.08379264,85.52142488,1
774,2.431402504,4.415032979,2.772102496,85.80872469,87.32762166,0
895,2.280086913,6.078864284,0.914258936,79.76806593,78.54054634,1
742,3.392487412,7.495271728,1.358570224,79.43314621,74.6605722,0
778,4.173778168,2.329088488,1.53222775,80.27442993,92.01338482,1
696,3.314726331,8.795604749,1.421971848,77.03456519,69.2470777,1
775,3.910337369,6.541415887,1.599203088,76.66848201,84.9715224,1
468,5.429447265,3.9689662,2.51801489,78.38114106,77.75726195,1
864,3.990567942,4.044797828,1.383226741,78.9516974,92.35812645,1
1125,5.070414208,6.529312603,2.815227478,78.91980041,83.80374737,1
1447,1.836808171,5.187070787,1.060490973,78.66964511,92.45221627,0
531,2.052454151,5.596793127,1.547411315,77.32483265,80.50105338,1
871,4.528298265,4.772297837,2.41906592,79.50811269,78.04657088,1
994,2.740775376,9.54807992,0.910408713,78.28882458,78.64298326,1
710,4.33856693,5.455502338,1.665819741,79.18979778,85.97855471,1
416,2.380873349,6.680983624,1.468115988,78.72167992,75.52196224,1
995,4.378302102,5.114388685,1.454776016,85.66042451,76.81898802,0
1131,2.388407152,3.280763952,0.948458145,76.21629674,85.9699307,1
811,2.553736414,5.195216588,1.983698546,78.18741534,70.56697114,0
728,2.559098783,4.509129273,2.42747351,76.8806885,76.74344741,0
412,4.730226649,6.713341851,1.486604454,79.17364879,86.30883022,1
1112,4.698064877,7.670734559,1.429124538,77.60931811,70.39091562,0
703,5.268055439,7.272420014,1.209639496,77.57457281,88.85251745,1
712,3.278534578,5.681458601,1.960477764,77.94557262,78.3278845,1
628,4.047114333,6.471460462,2.945131053,77.18582473,86.14928714,1
586,2.053909506,3.762109328,1.635890007,74.43029725,80.55635436,1
486,3.084427037,6.639648628,1.992475877,76.17441092,80.4604614,1
600,3.175911015,5.989572052,2.469351996,79.08503485,73.21549144,1
997,0.612139771,4.683000051,1.485607878,84.38286599,80.12594093,0
608,4.173316146,5.428638005,3.54419576,80.9645156,80.30326452,1
675,2.995069562,2.253490526,1.538999408,76.42904913,93.16851195,1
850,2.462434169,1.786279385,1.664857267,80.39269839,80.52205841,1
1027,2.235030907,14.61635051,2.4183949,79.01883421,79.06322455,1
586,3.558887943,5.218662379,3.271067976,78.98348201,73.9368813,1
512,2.725427236,9.030518944,4.967177748,78.11300036,76.9796951,0
524,2.478502255,7.304576875,3.008048715,76.92623015,78.61752588,1
799,4.443414103,15.33933653,1.273780735,77.19354431,79.77411634,0
516,4.663446121,3.288996245,1.737140374,79.30590231,77.4415673,1
732,4.304621411,8.516174462,1.776624255,77.88799088,82.87955452,1
633,3.96771059,8.28265852,1.184484783,78.35458878,77.19207695,1
680,3.841710168,3.994543771,2.480004777,77.50597663,80.60060944,0
596,2.377026133,4.259547464,1.145969071,78.68650945,79.17053556,1
1041,1.632281703,7.929632983,4.699828574,78.36085809,74.07026788,0
866,2.451496478,5.401849637,1.272444362,79.25620362,77.16828826,1
431,4.286093345,4.971444575,2.72137103,79.52064035,82.52661672,1
696,1.816926222,10.95905755,2.302951264,78.14677593,82.79007199,1
923,3.302557668,5.47721951,0.149272632,79.37161949,87.0135713,1
1522,3.193802757,3.343933945,3.23962455,78.59709841,81.44971933,0
608,0.793987196,5.950963506,3.306766573,79.45838602,79.22506938,1
1172,4.464110557,5.83133014,1.358946024,78.34261762,75.17979716,1
777,2.196535135,3.830447064,2.492166569,79.83739348,75.89600924,0
682,4.213030207,3.878721452,2.660551999,79.65073101,90.18519429,1
795,2.473084727,7.742195129,5.650745657,86.20116946,85.8563945,1
1168,4.383913922,4.402109565,2.259759393,87.53611983,78.04116698,0
888,2.678256656,6.814992466,3.151094451,79.63210659,82.91215828,1
929,3.040095617,7.295838857,3.883817908,77.21276081,65.41895256,1
1012,4.213598482,13.66661741,2.004123705,78.87703205,81.82612441,0
392,4.047989298,5.521011136,3.06641179,80.77582781,79.16657185,1
618,2.061649818,18.27158042,4.122077701,76.70006601,68.21674232,1
476,3.772830846,7.755828572,2.182554349,77.83305945,88.67289169,1
1279,0.822259322,5.142345021,2.368251411,78.29109475,89.40809736,1
936,4.191253334,4.704809986,2.597287722,79.01409069,85.21257362,1
1090,3.041617935,5.580247809,1.109142659,79.00148796,84.38670585,0
971,2.95826715,7.171856136,1.065721004,82.90245515,80.26728579,0
865,3.390310681,5.485094418,3.177904895,78.13338087,77.09006926,0
684,3.786217108,6.112776736,1.470425535,76.76493104,76.76418628,1
1126,2.464685351,4.978878361,2.930480453,81.37497089,73.71595511,1
558,2.047613105,2.190560109,3.495529904,89.12453614,83.07680157,1
881,2.885586435,16.4417969,3.070603983,80.0320789,86.72532733,1
625,2.788693068,8.0205031,4.830511035,76.45254754,82.36309737,1
486,4.71643088,7.78436284,1.709439997,82.71844228,82.40264683,1
768,3.375701237,4.760199118,1.621724316,78.65928281,74.33201812,1
439,5.208814087,6.620507097,1.076490063,78.98938405,77.53443365,1
534,2.386087564,7.348734465,1.315339394,77.36519231,76.10797925,1
819,4.928456323,6.915901891,2.419265048,75.86430414,82.66460651,0
1424,3.667731736,5.026408563,2.487868926,78.61569292,81.27508968,0
958,2.115078446,3.728558545,2.878972884,77.65736513,79.90166824,0
1271,4.913834928,4.956588212,1.629085365,79.1542791,71.6767776,0
1445,4.327496436,8.415393024,2.724625571,78.94193367,67.26634933,0
631,2.903098225,5.79079084,1.551953323,79.00209332,81.84918112,1
458,3.6629921,10.7978921,2.951984434,85.52735582,81.19725311,1
1053,3.5298485,6.388112596,2.681029625,87.73189188,90.9612588,0
675,2.494580444,7.336984655,2.098477223,82.16465878,77.71449538,0
