engineRpm,lubOilPressure,fuelPressure,coolantPressure,lubOilTemp,coolantTemp,engineCondition,viscosity
966,4.387725739,6.47014664,0.98455027,76.9752559,69.83771531,0,50.87350981240983
721,5.294689701,3.844894319,2.418865851,79.20693334,79.79981317,1,49.510511418659746
654,3.113948962,4.73482065,2.779707317,78.72651209,90.01405451,0,49.799360948496755
553,2.802465304,11.32342795,2.559288353,75.67485498,77.83990124,1,51.6932532813204
907,2.699196356,8.414517176,0.331061913,80.92605837,80.62994756,1,48.49683017946398
1021,2.363451668,6.287302641,3.009604245,77.99303593,90.52807084,1,50.2451547986527
872,2.923483018,6.54737104,1.537742197,77.29686544,82.79720293,0,50.67371505222111
698,3.296641074,6.100613881,3.439388465,79.15070485,74.2563406,1,49.54419097035052
577,2.07957576,6.296117041,2.088486605,79.41735627,84.03764549,1,49.38477112259166
969,2.576438707,8.163974432,2.085179277,85.93795727,83.03796013,1,45.710144546376476
840,2.488903982,5.569276853,2.077240676,79.26197327,82.27093729,1,49.47757636385184
566,4.063794013,4.438963609,3.012955121,78.2899594,77.01567973,0,50.06398675459767
756,3.158210629,9.433638637,3.019329035,80.02419037,89.61547874,1,49.0247692563485
973,3.655193075,4.952587673,2.911512332,76.64118858,82.17345938,2,51.08226946731369
396,3.502444062,11.75985751,1.726092566,79.97562197,79.27833542,1,49.05343996301407
1047,4.525758586,9.852326189,1.436560341,79.49135202,87.0948564,1,49.34066576782006
573,4.867682614,2.825025696,1.697025108,80.22572731,85.64439083,1,48.906061702222715
557,2.179428113,5.409900358,2.74660523,83.20816149,85.91278134,2,47.197735755988944
1194,3.005504126,1.706456265,2.058838191,76.63546565,81.85044962,0,51.08585667943116
993,2.425632788,4.95113772,1.676549478,77.95836831,79.69336667,1,50.26636999443334
837,2.253758346,6.229153154,2.852346281,76.38194242,80.81910935,1,51.24513986809029
1093,2.56187634,4.608761134,1.751273245,87.73371847,94.20352461,1,44.76904243285314
1427,4.813734873,11.76327806,2.87895228,79.97465792,82.23828114,1,49.05400930677868
804,2.447769837,8.628294683,1.510926695,77.27025256,73.3465074,1,50.69020415491063
678,2.268526139,4.388601761,1.614912529,79.66200213,91.25202096,1,49.23916983561336
1067,4.034484112,5.938320812,3.46344774,78.27048836,93.9583098,1,50.07583761368743
702,4.169175633,0.673270741,2.902641582,76.89389719,76.0814541,0,50.92423570922218
617,3.461928464,6.336159318,1.495317234,75.98272395,69.66260243,1,51.4974397800011
569,2.185815139,6.418845759,1.467961186,76.72440663,75.63034648,1,51.03014894096981
919,3.56371373,6.846393346,2.176897804,85.97278875,80.39112031,0,45.69161320666498
548,4.840758756,6.119180813,3.180815928,78.49300948,68.14328055,1,49.940647333938486
781,4.584106817,6.711678597,1.630192209,79.14319597,81.8450681,1,49.54869116214701
603,3.091647095,5.632162809,2.651566736,78.19866393,77.04417796,1,50.119588494505564
462,2.502990028,4.614554266,2.85213181,79.418983,79.20238268,1,49.38380088313598
891,4.676606169,5.878548716,0.899825225,80.19031747,80.2496666,1,48.92688786465664
948,4.939121417,8.385726694,1.451014277,80.22254967,68.35144073,1,48.9079300864432
745,3.731986565,6.296358598,1.775715156,77.73280921,79.56750562,1,50.404724764974844
799,2.299056533,7.7076137,2.338811588,80.06929962,84.54390862,0,48.998162610706395
469,4.537585322,10.76572352,4.939155745,75.78269465,74.34549952,1,51.62454021733876
687,3.585164289,7.440734625,1.93518746,78.65908309,78.61206812,1,49.840100137883276
907,4.92979658,4.814561283,1.532188812,79.64681642,79.10092963,1,49.24818924749501
1027,4.199127675,5.85757179,2.573508818,77.8982568,80.7373111,1,50.30318701208299
411,2.623177454,7.659587529,1.582100906,79.03222951,78.44918989,1,49.6152652228691
444,2.164654857,6.732700392,2.412667043,79.32476637,87.29880838,1,49.440041237823806
590,2.309254947,6.166792222,2.05746229,79.15201507,74.5793174,1,49.54340579610954
722,3.393938127,6.290179538,1.959339825,77.65009828,85.15811722,1,50.455598559073486
625,3.644726315,5.289848722,3.075246974,87.64313983,84.28298823,0,44.81582211288384
723,4.311342212,4.364000774,1.691829311,77.76434694,76.89027527,1,50.385346378936006
799,5.872675562,7.152627334,3.433332797,80.06122836,76.63731315,1,49.002921696099264
1162,2.704082405,5.359652927,1.782950057,76.38137972,70.15295351,1,51.24549420969529
1436,3.700468064,4.247554422,1.633407807,80.07244107,78.65804218,0,48.99631049028198
676,4.58782383,6.114129846,1.851114297,79.53237413,75.90304143,1,49.31623937907188
503,2.079224706,4.587899558,2.177820494,78.39490727,82.41947214,1,50.000182120015296
897,2.318026565,7.473438052,1.73874632,80.05224114,85.01433862,1,49.008221662189456
1034,4.932928284,6.46099674,3.101433789,79.82321132,82.66851074,1,49.14357068771951
961,2.767816258,4.414344248,2.285443105,78.44598309,79.15263414,0,49.969173000067116
710,3.136404788,4.381414354,4.571009686,78.6435876,87.72940296,0,49.84946910584867
990,3.07085582,10.00811444,3.430589772,79.90244713,78.40444883,1,49.09668283022023
871,2.225769463,4.228676523,1.498271673,78.60148633,85.72624094,2,49.87493767271649
542,3.923501961,7.330454889,1.1274382,77.93294256,84.76800555,2,50.28193789533783
604,3.616477361,6.716742502,1.313727824,78.26144541,76.0474664,1,50.081342918053856
819,3.044475755,1.764056057,3.171453967,79.52762871,85.43750854,0,49.3190641038484
842,3.582724848,7.556463052,3.192971193,75.06119972,77.19383795,1,52.08682273621822
981,2.816307107,8.136521314,2.746711051,83.91554469,70.50007193,0,46.80546422308413
1160,2.497388261,4.635109754,1.861152806,76.02667526,70.69180777,1,51.469574164087014
746,5.135425134,6.23788377,1.591487165,78.3396209,82.70136853,1,50.033779406265964
557,3.912950354,6.806831196,1.622156701,85.72188181,76.31001789,1,45.82535151879201
637,3.804920828,6.496941488,3.274030569,78.18246698,80.10322407,2,50.12946240287884
1177,3.281356375,8.788773491,1.554133367,75.35331961,76.99257866,0,51.898925594178
624,3.442699071,7.718621533,1.55194637,87.20370269,78.26506584,1,45.043801634834935
467,2.503885294,4.693086251,3.172898038,77.73271663,76.53712004,0,50.40478166693872
996,3.186547178,5.181844748,6.32708178,78.67098977,94.89754375,0,49.832902813045074
942,3.181291272,6.278585689,2.618690545,76.98127091,88.62422129,0,50.86976248901278
800,2.990194287,4.588856494,2.308768125,77.16233334,76.99357993,0,50.757150680475284
826,4.879704882,6.580275309,5.842096356,77.60261925,88.46493519,1,50.48483598521747
472,4.219101267,5.94776908,2.283976823,80.48345957,78.61160269,1,48.75486958978889
697,1.901855721,5.619076845,0.718926178,77.77368402,70.15735024,0,50.37961129970568
778,2.311826357,6.595879274,1.300002471,79.21089846,71.62358816,1,49.50813767452642
801,2.13668783,8.44287212,2.160206589,79.64720084,77.36186169,1,49.24796089482965
546,4.453795612,12.46760765,2.626423122,78.74931267,86.57940984,1,49.785596382130386
1034,3.035609195,7.485034865,1.985491839,78.66482676,91.38842959,0,49.836628025730086
900,4.5559628,4.965613199,1.738731638,77.29002239,75.57704145,1,50.67795419323987
610,4.852374966,9.198146903,2.861155412,79.22025309,86.79658287,0,49.50253812890381
1366,4.612282923,5.462513693,2.131625777,78.49376452,71.35965862,1,49.94018953047008
879,3.268326923,6.949301604,3.367868949,76.1780475,89.32368641,1,51.373771404506215
735,2.3586764,5.395868627,3.686157259,79.30849821,90.93814286,1,49.4497616552783
763,3.544261271,4.713249743,1.322180167,79.21376154,92.19770637,0,49.50642377758362
812,4.576275395,10.6251349,5.935178951,78.94146845,86.97356476,1,49.669814864478475
462,4.730005461,5.11759615,1.473089743,81.98309468,73.19019228,1,47.88864367150713
842,3.024014167,8.073837657,2.504470275,79.52614224,77.1537997,1,49.319948978271576
1065,4.023600643,3.405958542,1.854670779,78.75904887,84.98947459,1,49.77972040233891
774,2.776387966,4.507465518,2.115910459,78.07934782,84.1714296,1,50.19239244436102
398,2.465809704,4.532660807,1.5796847,78.55275372,95.77942158,1,49.9044416465452
870,2.474723291,7.622655477,2.563322847,76.18649385,76.99886599,0,51.36843345023826
1458,3.085635353,6.663780979,2.068267227,77.9126649,84.31734344,2,50.294358752217676
649,2.540839262,4.064971786,1.838950492,76.88485067,77.80830942,0,50.92988065649359
699,3.723836819,11.54944836,1.672746348,81.45303007,70.48303824,0,48.1922138693484
1224,2.394939445,8.134699191,5.384597478,78.48634304,77.17004757,0,49.944689664542786
798,5.789154068,6.727879187,1.819378007,79.6019679,81.90657695,1,49.27484079488974
469,4.16747493,7.818119728,1.976116917,80.23712555,79.30982274,1,48.89936064506075
887,3.84084007,6.051232379,2.455383875,76.61783471,85.9662892,1,51.096910319778594
777,3.31469359,7.433920145,1.772863316,85.56756195,77.78565049,0,45.907894635178494
951,2.375771822,3.593408615,2.017429156,77.51689399,76.83651463,0,50.53768831547341
907,5.651967798,8.047248945,4.843964214,78.60707795,86.99995524,1,49.87155400092372
665,2.531667617,6.426000849,2.810103547,78.63501255,81.55927165,0,49.854654911449565
463,2.574044268,6.249724803,3.0759934,76.40872671,70.76925667,1,51.228277505831315
129,3.206530563,7.384345243,1.017543682,87.672254,87.25498078,1,44.800778098931644
564,4.924600947,4.300537934,3.744160631,78.04932907,72.7919094,1,50.21073364100723
766,4.851858595,6.406358578,3.055319834,77.16593223,83.44153946,1,50.754916057873004
453,1.854408524,14.58835406,2.341105546,77.72596559,77.12922687,1,50.40893127764671
508,2.109659011,7.528297277,1.631074497,82.9328362,91.34287776,0,47.35172632580502
876,5.432094862,3.149548212,1.942680389,78.10457593,86.15331523,1,50.176985892946185
401,1.887355884,11.54410979,3.452028266,90.41598077,95.77036777,1,43.41593502679631
787,3.997357642,12.11170795,2.39387423,78.62387818,80.52601952,0,49.86138966152191
508,2.001759521,1.611218531,2.913602076,76.82302627,84.29960194,1,50.968483103190145
695,3.464097114,9.840355818,1.62183235,76.56221986,71.43812197,1,51.131800790974815
629,5.53765541,5.019001676,0.250004723,79.09926396,76.46361227,1,49.57503235973023
355,1.886040538,5.969209876,1.412205881,85.74411385,81.74952568,0,45.813478054334084
511,2.068325007,7.398872502,0.218969298,79.81672036,74.63583918,0,49.14741463637073
854,3.128561286,4.838867959,2.933394538,78.04395213,81.48810094,0,50.21401994387399
1029,4.514097787,5.956347195,4.347624186,75.6681052,82.40063728,1,51.69755854718566
944,3.336739885,6.430121819,4.798936206,80.89095655,90.97491246,1,48.51722141448312
423,2.576619544,7.185489302,1.360353852,86.04643936,84.59251505,1,45.65246554449276
592,4.85759591,5.610891865,0.920847789,77.62335623,77.36680212,1,50.472063165746
796,4.025948356,3.117686848,5.607101679,79.63236947,81.2337502,1,49.25677213448456
546,3.818995585,6.732235608,4.742809975,79.97930348,79.41683623,0,49.051265844904265
506,4.027753991,7.68086847,5.187346563,81.46541571,70.09248443,1,48.18508826148729
872,3.575352267,10.97368778,2.581692985,89.14009901,91.36155769,1,44.05189790894944
530,2.827063162,5.625013847,2.953827207,77.09613928,76.22828561,0,50.798277644568984
487,4.229861295,6.63387838,1.853506328,78.59281214,72.92247256,1,49.8801873755573
1015,2.180710674,5.767776565,4.073530415,80.27698103,75.49025203,1,48.87594011191947
783,1.759670018,4.300860496,3.715453685,81.86349328,93.57949182,1,47.95689330972705
592,2.57192026,13.76908294,1.415773921,79.23135327,68.03330505,1,49.49589492980458
667,3.370593343,6.898713594,1.441468738,78.79422351,85.56504852,1,49.758500332489184
627,2.188227259,14.07238966,4.368836057,78.24935282,84.75443578,0,50.08870621747444
1306,2.826025825,7.786784613,1.088878999,79.19207384,81.42316298,0,49.519408640272935
746,2.752856752,7.234147085,1.8480256,79.28184297,84.58962991,0,49.46569454815921
450,2.102848246,4.244557694,2.382269709,80.07495952,83.80449391,0,48.99482574945201
748,3.796844566,6.261971924,2.611856621,78.32795052,70.19301448,0,50.040875682804625
726,3.133553199,5.998991542,1.990092863,79.43826653,79.73891037,0,49.372301636441705
1013,4.453115171,6.948534645,1.07034717,77.5452642,82.13429567,1,50.52018819981241
529,2.500239844,5.339593831,6.009597863,79.10364831,86.22327352,2,49.572402622707976
816,1.906832549,9.222588639,2.168181309,79.2840361,81.91789625,1,49.46438334264499
499,3.840890143,8.256118489,2.940317629,77.48135127,70.64547938,1,50.559625337096136
515,4.476242046,10.31081102,2.411985381,79.72116514,73.12334974,1,49.20405366558575
461,4.75692088,7.635279569,3.213110679,86.12003502,69.98228673,1,45.613396612162326
700,3.375577221,3.992988587,1.385710162,83.57742304,81.53474545,0,46.99236329410679
605,4.2674707,6.836466272,1.646322344,80.30771174,82.01769982,1,48.857892891320574
660,2.924774367,7.999973474,2.782399355,76.65880975,70.49531722,1,51.071226591853296
539,3.333235308,8.204547047,2.23195396,79.46049895,88.44171825,1,49.35904877772862
686,2.845882179,7.772938487,3.969274442,79.38460928,70.75067324,0,49.40430854937789
702,0.491967163,4.645789115,2.399707238,88.14660555,84.37991185,1,44.55671887194861
1294,2.164301431,4.175035716,1.354664477,82.16644314,87.17124932,2,47.78429477196888
959,3.0516908,3.862391535,3.108549542,78.79025422,75.20050769,0,49.76089425071282
500,3.549649953,6.311287153,1.80553201,75.94011503,92.62787677,0,51.52447541477784
1053,3.571034891,5.971233182,1.93247734,79.86045563,71.49399794,0,49.12152313838841
825,5.076494544,4.545233898,4.48812313,77.5759409,82.17492264,1,50.501275334010934
901,3.46096773,5.032018739,3.130519155,78.46677591,79.81565579,0,49.95655736478859
977,2.299655748,6.072880568,1.974169142,80.79525731,83.87079051,0,48.57287884883502
701,3.150529058,5.83531644,2.907197967,78.25129791,84.35099055,2,50.087521725373996
576,5.372600046,6.010187046,0.949439311,78.47636042,73.17042832,1,49.95074372651032
858,2.865380881,9.483497741,2.617907793,78.10586638,81.5629924,0,50.17619801485191
476,3.206906935,7.120353766,2.01182009,79.70304503,90.30076726,1,49.21480493354031
555,4.919948367,6.851099708,2.284690927,78.29465328,76.58802892,1,50.06113048625322
783,3.028403249,4.339128971,1.037449393,78.63871956,79.53610386,1,49.85241298085092
539,4.763426256,5.61902153,2.712268702,83.87364626,87.78634164,1,46.82856426519616
944,2.61240333,5.38643753,1.314306225,77.32959054,85.92176978,1,50.65344965793311
756,1.906751306,3.632707569,1.216353511,79.02228322,75.7944075,0,49.62123889325538
751,4.87726497,7.829674518,1.584482801,79.08614881,80.9717246,1,49.58290006223219
664,3.545736548,5.938258564,1.932630728,79.13339622,79.28612635,1,49.55456521253469
709,4.959869983,4.832435316,1.400753308,77.68221675,74.44731728,1,50.43583420214995
821,2.337067118,9.427574485,3.825078941,79.40299668,77.21025274,0,49.3933369066964
885,2.886211477,7.68005162,1.622963643,78.6547551,85.28931441,1,49.84271669054497
1367,5.398825711,8.112875397,2.228008508,78.11716324,75.4325065,0,50.16930154624163
793,4.267243539,3.910908609,2.629397407,78.6395542,87.88002803,0,49.85190822655004
1105,4.549130206,5.598529515,1.451412931,78.39655211,69.78135232,0,49.99918306545546
1399,4.381381886,8.97080939,1.46634242,78.26266191,68.49967161,1,50.08060226698388
827,4.21828293,3.044068917,3.34337038,78.252321,76.47896267,0,50.086898715684306
1091,2.992162434,7.050279525,1.612976455,77.13709849,91.89202809,0,50.77282355682957
564,4.468910498,5.764710081,1.304604771,76.77637072,74.13409061,1,50.997642707339665
647,3.051795601,6.820863212,1.41415472,78.87930311,77.11445917,1,49.70722863372701
398,2.635967949,12.26447754,2.078711685,78.66661973,73.26701107,1,49.835544228266976
914,2.981207242,18.51834456,2.66613553,87.48418284,84.44903468,0,44.89809120106913
703,3.780070196,5.367267715,2.406258506,75.78286792,78.32953355,1,51.62442992120375
1004,2.401211566,7.637060135,1.062531866,83.311272,78.29043878,1,47.14025567881861
1118,2.30211117,9.866151477,1.364154766,77.63620765,91.44191979,0,50.46414979008589
512,2.557408876,5.553207925,4.383402579,79.89016462,83.19834528,0,49.103946706468854
794,2.820704437,6.143274356,2.094809422,77.86764976,70.26823022,1,50.32194838122941
583,2.754460571,6.810988197,3.435221017,78.97847466,86.4940456,1,49.647562582142605
1140,3.665037693,6.900091111,1.401764395,76.26274732,82.54941269,2,51.32027928600176
832,2.090486903,5.755986178,1.143638664,77.6840724,86.80511206,1,50.43469266030956
1209,3.385390519,4.863631747,1.417065837,82.01285227,81.73859526,0,47.87168495831281
1671,4.928290096,2.784336444,2.738144951,77.09511535,85.39282106,0,50.798914205326916
588,2.012411883,5.725321745,1.6983881,78.56767316,85.39370254,1,49.895406312253165
606,2.464929233,4.185803743,3.04086283,87.13621887,82.94802536,1,45.078964190923536
740,3.19319406,5.412780221,2.383443258,79.85897822,85.51305336,0,49.122397445116114
724,3.974247806,13.8795513,2.094191161,79.13289254,87.63434302,1,49.55486715010015
1167,2.859888761,2.234503332,2.410453614,78.31468201,88.12892867,0,50.04894551175936
528,4.109280197,7.063354938,2.308604771,77.24387921,75.6391551,1,50.70655261352098
1192,2.66346948,3.207580083,1.053186576,79.34445255,81.05205476,1,49.42828226809801
431,4.240749731,7.922981527,1.143718967,80.58467422,87.50745222,1,48.69568258503466
822,3.042920509,5.451991819,1.389355303,84.22241107,79.51133915,1,46.63678979463395
1271,0.881713869,5.471959491,3.108501953,80.05349895,83.87471704,0,49.007479852560174
639,4.414284421,7.108528758,1.94620723,82.20928992,73.65146187,0,47.75995773122823
627,2.401572724,6.791072415,2.149455603,85.18199726,77.99220061,0,46.1150896706151
797,4.49589946,4.189012771,1.221534889,79.94913547,69.37578813,0,49.069085760945384
1022,5.087561734,5.830645251,3.680726306,79.90891344,72.61726167,0,49.09285928948187
1500,2.902711859,3.920545492,2.05538781,79.93691907,76.06393451,0,49.07630456412243
610,2.637153698,9.658472625,1.556941626,76.27894457,79.22665728,1,51.31005922149797
859,2.500034933,7.289598218,1.399779439,79.64764104,69.01003802,1,49.24769940971354
677,3.617240162,4.0898598,1.99805385,77.69518474,88.43218807,0,50.42785746570498
868,3.707688702,8.273506736,1.715473809,77.96249067,86.50935728,1,50.26384658634252
631,3.003064942,4.96120098,2.770813324,78.27427176,80.91078004,2,50.07353456166928
1424,4.25110685,7.010644947,0.166623,79.11326439,81.76864716,1,49.56663560717136
802,4.008334002,8.405401276,1.338214302,78.08814625,76.97048896,0,50.18701854363231
454,1.966370451,6.510078309,1.811458845,75.33395923,85.01844948,1,51.91134782812285
862,3.636286828,5.921524022,2.501388619,76.85997844,70.52687762,0,50.94540543535312
1021,2.692710252,12.7151717,1.860795203,79.12573223,83.02396772,0,49.55915978401605
710,2.30070819,0.666496219,1.05373995,78.71712933,82.79976895,1,49.80502688516843
1024,2.381457564,5.591321728,2.198960535,79.08455139,80.40715384,1,49.583858470582236
1087,4.653519406,6.749792344,1.071706709,79.1118114,83.44314012,0,49.56750694017495
753,2.461845934,5.237617613,2.102538576,78.56658315,77.23168456,1,49.89606634982003
407,3.506885534,4.726654878,2.228122853,79.34092954,72.8472153,1,49.43038633411723
780,2.805286636,14.77146288,1.934241854,76.68424074,81.0488112,1,51.055295610308676
1338,4.682139354,7.104953483,2.460005433,79.14783879,90.9977602,0,49.54590857503797
849,3.06708201,5.087229651,4.737655219,78.86781136,80.1314144,2,49.71414939625682
992,3.654665437,7.061033075,2.707279673,79.32980351,74.74997351,0,49.43703205666664
667,4.770098699,10.15855026,4.819688105,87.6609286,84.8399605,1,44.80662932522079
967,3.767958612,10.15562084,3.454069859,79.93056777,76.42633712,0,49.08005823319557
792,3.78852465,7.070607933,2.78321778,86.68792182,89.14655191,0,45.313584794246516
495,1.8203248,6.070955484,1.221021191,80.24948853,82.44373811,0,48.892093941371634
793,4.91424766,7.473940457,2.270569825,84.08998451,76.90520766,1,46.709470114209516
564,4.035066594,4.595050441,2.836835452,78.18934517,87.64623147,1,50.12526900421222
933,2.208059824,5.661434804,3.081490679,81.79407511,70.06043251,1,47.996572004790266
937,4.299598432,6.94085828,1.450284118,78.66744614,73.43331871,1,49.835044699461434
616,3.310048427,3.787692765,6.001030888,77.88980991,74.22000922,0,50.308363723765574
774,3.425833381,7.34114686,1.850920081,78.08379264,85.52142488,1,50.18967753381602
774,2.431402504,4.415032979,2.772102496,85.80872469,87.32762166,2,45.7789971500429
895,2.280086913,6.078864284,0.914258936,79.76806593,78.54054634,1,49.176241887953644
742,3.392487412,7.495271728,1.358570224,79.43314621,74.6605722,0,49.3753546262886
778,4.173778168,2.329088488,1.53222775,80.27442993,92.01338482,1,48.87743873694009
696,3.314726331,8.795604749,1.421971848,77.03456519,69.2470777,1,50.836578076016735
